State,Year,Quarter,District,Registered_users
Arunachal Pradesh,2023,4,west kameng,37896
Arunachal Pradesh,2023,4,changlang,37357
Arunachal Pradesh,2023,4,east siang,35633
Arunachal Pradesh,2023,4,lohit,26708
Arunachal Pradesh,2023,4,tawang,21219
Arunachal Pradesh,2023,4,west siang,19949
Arunachal Pradesh,2023,4,namsai,19452
Arunachal Pradesh,2023,4,lower dibang valley,15725
Arunachal Pradesh,2023,4,lower subansiri,15092
Arunachal Pradesh,2024,1,papum pare,159264
Arunachal Pradesh,2024,1,west kameng,39484
Arunachal Pradesh,2024,1,changlang,39144
Arunachal Pradesh,2024,1,east siang,37296
Arunachal Pradesh,2024,1,lohit,27954
Arunachal Pradesh,2024,1,tawang,22104
Arunachal Pradesh,2024,1,west siang,20794
Arunachal Pradesh,2024,1,namsai,20361
Arunachal Pradesh,2024,1,lower dibang valley,16456
Arunachal Pradesh,2024,1,lower subansiri,15784
Arunachal Pradesh,2024,2,papum pare,165311
Arunachal Pradesh,2024,2,west kameng,40932
Arunachal Pradesh,2024,2,changlang,40721
Arunachal Pradesh,2024,2,east siang,38672
Arunachal Pradesh,2024,2,lohit,28987
Arunachal Pradesh,2024,2,tawang,22929
Arunachal Pradesh,2024,2,west siang,21620
Arunachal Pradesh,2024,2,namsai,21156
Arunachal Pradesh,2024,2,lower dibang valley,17096
Arunachal Pradesh,2024,2,lower subansiri,16421
Assam,2018,1,kamrup metropolitan,87336
Assam,2018,1,dibrugarh,21182
Assam,2018,1,barpeta,20485
Assam,2018,1,nagaon,19619
Assam,2018,1,cachar,19567
Assam,2018,1,sonitpur,18986
Assam,2018,1,jorhat,16442
Assam,2018,1,tinsukia,15998
Assam,2018,1,kamrup,15241
Assam,2018,1,dhubri,11421
Assam,2018,2,kamrup metropolitan,124720
Assam,2018,2,dibrugarh,30527
Assam,2018,2,barpeta,29882
Assam,2018,2,nagaon,29412
Assam,2018,2,cachar,29381
Assam,2018,2,sonitpur,28409
Assam,2018,2,tinsukia,23900
Assam,2018,2,jorhat,23683
Assam,2018,2,kamrup,23595
Assam,2018,2,dhubri,16701
Assam,2018,3,kamrup metropolitan,164101
Assam,2018,3,barpeta,41158
Assam,2018,3,cachar,40888
Assam,2018,3,dibrugarh,40711
Assam,2018,3,nagaon,40687
Assam,2018,3,sonitpur,38797
Assam,2018,3,kamrup,33197
Assam,2018,3,tinsukia,32870
Assam,2018,3,jorhat,32134
Assam,2018,3,dhubri,22705
Assam,2018,4,kamrup metropolitan,214212
Assam,2018,4,barpeta,55068
Assam,2018,4,nagaon,54395
Assam,2018,4,cachar,53209
Assam,2018,4,dibrugarh,52539
Assam,2018,4,sonitpur,51420
Assam,2018,4,kamrup,44868
Assam,2018,4,tinsukia,42624
Assam,2018,4,jorhat,41100
Assam,2018,4,dhubri,30132
Assam,2019,1,kamrup metropolitan,255112
Assam,2019,1,barpeta,67729
Assam,2019,1,nagaon,66306
Assam,2019,1,cachar,64241
Assam,2019,1,dibrugarh,62656
Assam,2019,1,sonitpur,62218
Assam,2019,1,kamrup,54910
Assam,2019,1,tinsukia,51108
Assam,2019,1,jorhat,48594
Assam,2019,1,dhubri,36652
Assam,2019,2,kamrup metropolitan,299219
Assam,2019,2,barpeta,80544
Assam,2019,2,nagaon,79322
Assam,2019,2,cachar,76533
Assam,2019,2,dibrugarh,74342
Assam,2019,2,sonitpur,73717
Assam,2019,2,kamrup,65883
Assam,2019,2,tinsukia,60548
Assam,2019,2,jorhat,56713
Assam,2019,2,dhubri,43396
Assam,2019,3,kamrup metropolitan,340588
Assam,2019,3,nagaon,100993
Assam,2019,3,barpeta,92001
Assam,2019,3,cachar,88048
Assam,2019,3,dibrugarh,84029
Assam,2019,3,sonitpur,83930
Assam,2019,3,kamrup,75174
Assam,2019,3,tinsukia,68999
Assam,2019,3,jorhat,63858
Assam,2019,3,dhubri,48953
Assam,2019,4,kamrup metropolitan,373761
Assam,2019,4,nagaon,114296
Assam,2019,4,barpeta,103248
Assam,2019,4,cachar,98890
Assam,2019,4,sonitpur,93662
Assam,2019,4,dibrugarh,93614
Assam,2019,4,kamrup,84609
Assam,2019,4,tinsukia,76944
Assam,2019,4,jorhat,70809
Assam,2019,4,golaghat,54950
Assam,2020,1,kamrup metropolitan,412013
Assam,2020,1,nagaon,129371
Assam,2020,1,barpeta,116286
Assam,2020,1,cachar,111470
Assam,2020,1,sonitpur,105050
Assam,2020,1,dibrugarh,104663
Assam,2020,1,kamrup,95973
Assam,2020,1,tinsukia,86763
Assam,2020,1,jorhat,78731
Assam,2020,1,dhubri,62477
Assam,2020,2,kamrup metropolitan,457023
Assam,2020,2,nagaon,151932
Assam,2020,2,barpeta,135525
Assam,2020,2,cachar,129067
Assam,2020,2,sonitpur,121435
Assam,2020,2,dibrugarh,121028
Assam,2020,2,kamrup,112992
Assam,2020,2,tinsukia,101864
Assam,2020,2,jorhat,90601
Assam,2020,2,dhubri,76285
Assam,2020,3,kamrup metropolitan,499403
Assam,2020,3,nagaon,168903
Assam,2020,3,barpeta,150166
Assam,2020,3,cachar,143851
Assam,2020,3,dibrugarh,134339
Assam,2020,3,sonitpur,134006
Assam,2020,3,kamrup,124944
Assam,2020,3,tinsukia,113239
Assam,2020,3,jorhat,99517
Assam,2020,3,dhubri,84816
Assam,2020,4,kamrup metropolitan,546458
Assam,2020,4,nagaon,185101
Assam,2020,4,barpeta,164341
Assam,2020,4,cachar,158821
Assam,2020,4,dibrugarh,147001
Assam,2020,4,sonitpur,146796
Assam,2020,4,kamrup,136799
Assam,2020,4,tinsukia,124067
Assam,2020,4,jorhat,108380
Assam,2020,4,dhubri,93699
Assam,2021,1,kamrup metropolitan,589688
Assam,2021,1,nagaon,200243
Assam,2021,1,barpeta,177789
Assam,2021,1,cachar,172056
Assam,2021,1,sonitpur,158555
Assam,2021,1,dibrugarh,158509
Assam,2021,1,kamrup,147671
Assam,2021,1,tinsukia,134067
Assam,2021,1,jorhat,116616
Assam,2021,1,dhubri,101643
Assam,2021,2,kamrup metropolitan,630676
Assam,2021,2,nagaon,215750
Assam,2021,2,barpeta,191700
Assam,2021,2,cachar,185350
Assam,2021,2,dibrugarh,170604
Assam,2021,2,sonitpur,170519
Assam,2021,2,kamrup,159018
Assam,2021,2,tinsukia,144571
Assam,2021,2,jorhat,125247
Assam,2021,2,dhubri,109873
Assam,2021,3,kamrup metropolitan,677223
Assam,2021,3,nagaon,233909
Assam,2021,3,barpeta,207997
Assam,2021,3,cachar,200721
Assam,2021,3,sonitpur,184448
Assam,2021,3,dibrugarh,184280
Assam,2021,3,kamrup,172652
Assam,2021,3,tinsukia,156657
Assam,2021,3,jorhat,135179
Assam,2021,3,dhubri,119554
Assam,2021,4,kamrup metropolitan,723960
Assam,2021,4,nagaon,251340
Assam,2021,4,barpeta,223375
Assam,2021,4,cachar,215876
Assam,2021,4,sonitpur,198091
Assam,2021,4,dibrugarh,197521
Assam,2021,4,kamrup,185421
Assam,2021,4,tinsukia,168240
Assam,2021,4,jorhat,145111
Assam,2021,4,dhubri,128621
Assam,2022,1,kamrup metropolitan,767859
Assam,2022,1,nagaon,268636
Assam,2022,1,barpeta,238871
Assam,2022,1,cachar,230089
Assam,2022,1,sonitpur,211236
Assam,2022,1,dibrugarh,210525
Assam,2022,1,kamrup,198189
Assam,2022,1,tinsukia,179301
Assam,2022,1,jorhat,154589
Assam,2022,1,dhubri,137698
Assam,2022,2,kamrup metropolitan,810057
Assam,2022,2,nagaon,284558
Assam,2022,2,barpeta,253194
Assam,2022,2,cachar,243727
Assam,2022,2,sonitpur,223514
Assam,2022,2,dibrugarh,222494
Assam,2022,2,kamrup,210048
Assam,2022,2,tinsukia,189633
Assam,2022,2,jorhat,163307
Assam,2022,2,dhubri,146304
Assam,2022,3,kamrup metropolitan,854019
Assam,2022,3,nagaon,300653
Assam,2022,3,barpeta,267667
Assam,2022,3,cachar,257370
Assam,2022,3,sonitpur,235752
Assam,2022,3,dibrugarh,234149
Assam,2022,3,kamrup,221721
Assam,2022,3,tinsukia,199942
Assam,2022,3,jorhat,171824
Assam,2022,3,dhubri,154896
Assam,2022,4,kamrup metropolitan,897245
Assam,2022,4,nagaon,314901
Assam,2022,4,barpeta,280479
Assam,2022,4,cachar,269556
Assam,2022,4,sonitpur,246327
Assam,2022,4,dibrugarh,244755
Assam,2022,4,kamrup,231849
Assam,2022,4,tinsukia,209247
Assam,2022,4,jorhat,179437
Assam,2022,4,dhubri,162126
Assam,2023,1,kamrup metropolitan,938802
Assam,2023,1,nagaon,330283
Assam,2023,1,barpeta,294210
Assam,2023,1,cachar,282643
Assam,2023,1,sonitpur,258067
Assam,2023,1,dibrugarh,256050
Assam,2023,1,kamrup,242982
Assam,2023,1,tinsukia,219077
Assam,2023,1,jorhat,187799
Assam,2023,1,dhubri,170279
Assam,2023,2,kamrup metropolitan,975409
Assam,2023,2,nagaon,345756
Assam,2023,2,barpeta,307888
Assam,2023,2,cachar,295315
Assam,2023,2,sonitpur,269578
Assam,2023,2,dibrugarh,267326
Assam,2023,2,kamrup,254290
Assam,2023,2,tinsukia,228972
Assam,2023,2,jorhat,196116
Assam,2023,2,dhubri,178594
Assam,2023,3,kamrup metropolitan,1014178
Assam,2023,3,nagaon,360999
Assam,2023,3,barpeta,321557
Assam,2023,3,cachar,308182
Assam,2023,3,sonitpur,281112
Assam,2023,3,dibrugarh,278740
Assam,2023,3,kamrup,265357
Assam,2023,3,tinsukia,239058
Assam,2023,3,jorhat,204393
Assam,2023,3,dhubri,186435
Assam,2023,4,kamrup metropolitan,1050970
Assam,2023,4,nagaon,375835
Assam,2023,4,barpeta,334209
Assam,2023,4,cachar,320070
Assam,2023,4,sonitpur,291996
Assam,2023,4,dibrugarh,289409
Assam,2023,4,kamrup,276067
Assam,2023,4,tinsukia,248429
Assam,2023,4,jorhat,212335
Assam,2023,4,dhubri,193881
Assam,2024,1,kamrup metropolitan,1092571
Assam,2024,1,nagaon,392625
Assam,2024,1,barpeta,348707
Assam,2024,1,cachar,334056
Assam,2024,1,sonitpur,304871
Assam,2024,1,dibrugarh,302007
Assam,2024,1,kamrup,288710
Assam,2024,1,tinsukia,259521
Assam,2024,1,jorhat,221581
Assam,2024,1,dhubri,202576
Assam,2024,2,kamrup metropolitan,1134211
Assam,2024,2,nagaon,408632
Assam,2024,2,barpeta,362595
Assam,2024,2,cachar,347107
Assam,2024,2,sonitpur,316789
Assam,2024,2,dibrugarh,313699
Assam,2024,2,kamrup,300373
Assam,2024,2,tinsukia,269522
Assam,2024,2,jorhat,230436
Assam,2024,2,dhubri,210719
Bihar,2018,1,patna,425009
Bihar,2018,1,muzaffarpur,125298
Bihar,2018,1,gaya,91015
Bihar,2018,1,purbi champaran,87561
Bihar,2018,1,samastipur,76068
Bihar,2018,1,bhagalpur,76063
Bihar,2018,1,nalanda,75201
Bihar,2018,1,darbhanga,74414
Bihar,2018,1,vaishali,67921
Bihar,2018,1,pashchim champaran,67656
Bihar,2018,2,patna,568657
Bihar,2018,2,muzaffarpur,172315
Bihar,2018,2,gaya,126422
Bihar,2018,2,purbi champaran,125890
Bihar,2018,2,samastipur,107143
Bihar,2018,2,bhagalpur,106461
Bihar,2018,2,darbhanga,105558
Bihar,2018,2,nalanda,104076
Bihar,2018,2,pashchim champaran,97301
Bihar,2018,2,vaishali,96694
Bihar,2018,3,patna,684421
Bihar,2018,3,muzaffarpur,211519
Bihar,2018,3,purbi champaran,162122
Bihar,2018,3,gaya,160375
Bihar,2018,3,samastipur,134680
Bihar,2018,3,darbhanga,132803
Bihar,2018,3,bhagalpur,131270
Bihar,2018,3,nalanda,128472
Bihar,2018,3,pashchim champaran,124955
Bihar,2018,3,saran,123407
Bihar,2018,4,patna,826399
Bihar,2018,4,muzaffarpur,260789
Bihar,2018,4,purbi champaran,206934
Bihar,2018,4,gaya,203926
Bihar,2018,4,samastipur,169774
Bihar,2018,4,darbhanga,167302
Bihar,2018,4,bhagalpur,164162
Bihar,2018,4,saran,161486
Bihar,2018,4,pashchim champaran,161063
Bihar,2018,4,nalanda,160167
Bihar,2019,1,patna,964432
Bihar,2019,1,muzaffarpur,309416
Bihar,2019,1,purbi champaran,252394
Bihar,2019,1,gaya,245773
Bihar,2019,1,samastipur,204544
Bihar,2019,1,darbhanga,202521
Bihar,2019,1,saran,197928
Bihar,2019,1,pashchim champaran,197074
Bihar,2019,1,bhagalpur,195057
Bihar,2019,1,madhubani,195036
Bihar,2019,2,patna,1076012
Bihar,2019,2,muzaffarpur,353459
Bihar,2019,2,purbi champaran,292711
Bihar,2019,2,gaya,281107
Bihar,2019,2,samastipur,234046
Bihar,2019,2,darbhanga,232722
Bihar,2019,2,saran,230068
Bihar,2019,2,pashchim champaran,227901
Bihar,2019,2,madhubani,226202
Bihar,2019,2,bhagalpur,223725
Bihar,2019,3,patna,1180262
Bihar,2019,3,muzaffarpur,396343
Bihar,2019,3,purbi champaran,330361
Bihar,2019,3,gaya,315649
Bihar,2019,3,samastipur,262875
Bihar,2019,3,darbhanga,262421
Bihar,2019,3,saran,260966
Bihar,2019,3,pashchim champaran,256491
Bihar,2019,3,madhubani,255761
Bihar,2019,3,bhagalpur,249214
Bihar,2019,4,patna,1289426
Bihar,2019,4,muzaffarpur,445815
Bihar,2019,4,purbi champaran,378861
Bihar,2019,4,gaya,356225
Bihar,2019,4,samastipur,297942
Bihar,2019,4,saran,297022
Bihar,2019,4,darbhanga,296008
Bihar,2019,4,pashchim champaran,293867
Bihar,2019,4,madhubani,291613
Bihar,2019,4,bhagalpur,279580
Bihar,2020,1,patna,1397342
Bihar,2020,1,muzaffarpur,498548
Bihar,2020,1,purbi champaran,431458
Bihar,2020,1,gaya,398678
Bihar,2020,1,saran,335039
Bihar,2020,1,samastipur,334935
Bihar,2020,1,pashchim champaran,334931
Bihar,2020,1,darbhanga,332707
Bihar,2020,1,madhubani,328630
Bihar,2020,1,vaishali,312949
Bihar,2020,2,patna,1506233
Bihar,2020,2,muzaffarpur,558435
Bihar,2020,2,purbi champaran,505364
Bihar,2020,2,gaya,447895
Bihar,2020,2,pashchim champaran,390547
Bihar,2020,2,samastipur,381913
Bihar,2020,2,saran,381281
Bihar,2020,2,darbhanga,379555
Bihar,2020,2,madhubani,379217
Bihar,2020,2,bhagalpur,352316
Bihar,2020,3,patna,1625305
Bihar,2020,3,muzaffarpur,617383
Bihar,2020,3,purbi champaran,570592
Bihar,2020,3,gaya,493207
Bihar,2020,3,pashchim champaran,435319
Bihar,2020,3,madhubani,425154
Bihar,2020,3,saran,424821
Bihar,2020,3,samastipur,424696
Bihar,2020,3,darbhanga,424611
Bihar,2020,3,vaishali,391002
Bihar,2020,4,patna,1752007
Bihar,2020,4,muzaffarpur,673397
Bihar,2020,4,purbi champaran,627214
Bihar,2020,4,gaya,538319
Bihar,2020,4,pashchim champaran,476717
Bihar,2020,4,saran,467918
Bihar,2020,4,madhubani,467849
Bihar,2020,4,darbhanga,467317
Bihar,2020,4,samastipur,466536
Bihar,2020,4,bhagalpur,428157
Bihar,2021,1,patna,1881439
Bihar,2021,1,muzaffarpur,728384
Bihar,2021,1,purbi champaran,681660
Bihar,2021,1,gaya,581376
Bihar,2021,1,pashchim champaran,517219
Bihar,2021,1,saran,507177
Bihar,2021,1,darbhanga,506381
Bihar,2021,1,madhubani,506293
Bihar,2021,1,samastipur,505806
Bihar,2021,1,vaishali,463655
Bihar,2021,2,patna,2010353
Bihar,2021,2,muzaffarpur,781251
Bihar,2021,2,purbi champaran,733817
Bihar,2021,2,gaya,624010
Bihar,2021,2,pashchim champaran,556408
Bihar,2021,2,saran,544975
Bihar,2021,2,samastipur,543782
Bihar,2021,2,darbhanga,543496
Bihar,2021,2,madhubani,543493
Bihar,2021,2,vaishali,497933
Bihar,2021,3,patna,2156402
Bihar,2021,3,muzaffarpur,842701
Bihar,2021,3,purbi champaran,794120
Bihar,2021,3,gaya,673356
Bihar,2021,3,pashchim champaran,602251
Bihar,2021,3,saran,588276
Bihar,2021,3,madhubani,587337
Bihar,2021,3,samastipur,586990
Bihar,2021,3,darbhanga,586251
Bihar,2021,3,vaishali,536933
Bihar,2021,4,patna,2303852
Bihar,2021,4,muzaffarpur,903775
Bihar,2021,4,purbi champaran,853893
Bihar,2021,4,gaya,721905
Bihar,2021,4,pashchim champaran,647450
Bihar,2021,4,saran,631469
Bihar,2021,4,samastipur,630218
Bihar,2021,4,madhubani,629986
Bihar,2021,4,darbhanga,628529
Bihar,2021,4,vaishali,576156
Bihar,2022,1,patna,2443356
Bihar,2022,1,muzaffarpur,962924
Bihar,2022,1,purbi champaran,912427
Bihar,2022,1,gaya,769265
Bihar,2022,1,pashchim champaran,692182
Bihar,2022,1,saran,673849
Bihar,2022,1,samastipur,672508
Bihar,2022,1,madhubani,672303
Bihar,2022,1,darbhanga,669850
Bihar,2022,1,vaishali,614159
Bihar,2022,2,patna,2577123
Bihar,2022,2,muzaffarpur,1018560
Bihar,2022,2,purbi champaran,967838
Bihar,2022,2,gaya,814180
Bihar,2022,2,pashchim champaran,734476
Bihar,2022,2,saran,714109
Bihar,2022,2,samastipur,712626
Bihar,2022,2,madhubani,711897
Bihar,2022,2,darbhanga,708828
Bihar,2022,2,vaishali,650319
Bihar,2022,3,patna,2716533
Bihar,2022,3,muzaffarpur,1077200
Bihar,2022,3,purbi champaran,1025772
Bihar,2022,3,gaya,859903
Bihar,2022,3,pashchim champaran,777977
Bihar,2022,3,saran,756293
Bihar,2022,3,samastipur,754322
Bihar,2022,3,madhubani,753153
Bihar,2022,3,darbhanga,749430
Bihar,2022,3,vaishali,688248
Bihar,2022,4,patna,2854738
Bihar,2022,4,muzaffarpur,1132096
Bihar,2022,4,purbi champaran,1079466
Bihar,2022,4,gaya,902593
Bihar,2022,4,pashchim champaran,817644
Bihar,2022,4,saran,795553
Bihar,2022,4,samastipur,793296
Bihar,2022,4,madhubani,790218
Bihar,2022,4,darbhanga,787306
Bihar,2022,4,vaishali,723338
Bihar,2023,1,patna,2988174
Bihar,2023,1,muzaffarpur,1186500
Bihar,2023,1,purbi champaran,1133269
Bihar,2023,1,gaya,946050
Bihar,2023,1,pashchim champaran,858644
Bihar,2023,1,saran,834739
Bihar,2023,1,samastipur,832148
Bihar,2023,1,madhubani,828561
Bihar,2023,1,darbhanga,824935
Bihar,2023,1,vaishali,758603
Bihar,2023,2,patna,3102247
Bihar,2023,2,muzaffarpur,1236642
Bihar,2023,2,purbi champaran,1183746
Bihar,2023,2,gaya,987115
Bihar,2023,2,pashchim champaran,896967
Bihar,2023,2,saran,871017
Bihar,2023,2,samastipur,868715
Bihar,2023,2,madhubani,865373
Bihar,2023,2,darbhanga,860625
Bihar,2023,2,vaishali,791100
Bihar,2023,3,patna,3224750
Bihar,2023,3,muzaffarpur,1287940
Bihar,2023,3,purbi champaran,1234014
Bihar,2023,3,gaya,1028527
Bihar,2023,3,pashchim champaran,934834
Bihar,2023,3,saran,908065
Bihar,2023,3,samastipur,905652
Bihar,2023,3,madhubani,901607
Bihar,2023,3,darbhanga,896190
Bihar,2023,3,vaishali,824848
Bihar,2023,4,patna,3335655
Bihar,2023,4,muzaffarpur,1336058
Bihar,2023,4,purbi champaran,1280593
Bihar,2023,4,gaya,1066119
Bihar,2023,4,pashchim champaran,969579
Bihar,2023,4,saran,942850
Bihar,2023,4,samastipur,939833
Bihar,2023,4,madhubani,935884
Bihar,2023,4,darbhanga,929423
Bihar,2023,4,vaishali,855913
Bihar,2024,1,patna,3464540
Bihar,2024,1,muzaffarpur,1391427
Bihar,2024,1,purbi champaran,1335289
Bihar,2024,1,gaya,1110224
Bihar,2024,1,pashchim champaran,1011106
Bihar,2024,1,saran,983188
Bihar,2024,1,samastipur,980091
Bihar,2024,1,madhubani,975263
Bihar,2024,1,darbhanga,967610
Bihar,2024,1,vaishali,891651
Bihar,2024,2,patna,3591041
Bihar,2024,2,muzaffarpur,1444988
Bihar,2024,2,purbi champaran,1386400
Bihar,2024,2,gaya,1152573
Bihar,2024,2,pashchim champaran,1049701
Bihar,2024,2,saran,1021494
Bihar,2024,2,samastipur,1018329
Bihar,2024,2,madhubani,1012965
Bihar,2024,2,darbhanga,1005036
Bihar,2024,2,vaishali,926039
Chandigarh,2018,1,chandigarh,86268
Chandigarh,2018,2,chandigarh,115219
Chandigarh,2018,3,chandigarh,143893
Chandigarh,2018,4,chandigarh,177747
Chandigarh,2019,1,chandigarh,209175
Chandigarh,2019,2,chandigarh,240439
Chandigarh,2019,3,chandigarh,267337
Chandigarh,2019,4,chandigarh,289590
Chandigarh,2020,1,chandigarh,312887
Chandigarh,2020,2,chandigarh,336351
Chandigarh,2020,3,chandigarh,362588
Chandigarh,2020,4,chandigarh,391402
Chandigarh,2021,1,chandigarh,419998
Chandigarh,2021,2,chandigarh,448572
Chandigarh,2021,3,chandigarh,480463
Chandigarh,2021,4,chandigarh,512092
Chandigarh,2022,1,chandigarh,541549
Chandigarh,2022,2,chandigarh,569582
Chandigarh,2022,3,chandigarh,598698
Chandigarh,2022,4,chandigarh,627563
Chandigarh,2023,1,chandigarh,654522
Chandigarh,2023,2,chandigarh,678662
Chandigarh,2023,3,chandigarh,704144
Chandigarh,2023,4,chandigarh,727594
Chandigarh,2024,1,chandigarh,754849
Chandigarh,2024,2,chandigarh,782791
Chhattisgarh,2018,1,raipur,135308
Chhattisgarh,2018,1,durg,91516
Chhattisgarh,2018,1,bilaspur,68704
Chhattisgarh,2018,1,raigarh,51628
Chhattisgarh,2018,1,janjgir champa,42297
Chhattisgarh,2018,1,korba,39075
Chhattisgarh,2018,1,rajnandgaon,26295
Chhattisgarh,2018,1,surguja,22001
Chhattisgarh,2018,1,baloda bazar,21747
Chhattisgarh,2018,1,mahasamund,19608
Chhattisgarh,2018,2,raipur,185747
Chhattisgarh,2018,2,durg,124515
Chhattisgarh,2018,2,bilaspur,94888
Chhattisgarh,2018,2,raigarh,70970
Chhattisgarh,2018,2,janjgir champa,60185
Chhattisgarh,2018,2,korba,54105
Chhattisgarh,2018,2,rajnandgaon,38120
Chhattisgarh,2018,2,baloda bazar,32314
Chhattisgarh,2018,2,surguja,30374
Chhattisgarh,2018,2,mahasamund,28208
Chhattisgarh,2018,3,raipur,231146
Chhattisgarh,2018,3,durg,150753
Chhattisgarh,2018,3,bilaspur,119415
Chhattisgarh,2018,3,raigarh,89911
Chhattisgarh,2018,3,janjgir champa,77834
Chhattisgarh,2018,3,korba,68746
Chhattisgarh,2018,3,rajnandgaon,50271
Chhattisgarh,2018,3,baloda bazar,43335
Chhattisgarh,2018,3,surguja,40025
Chhattisgarh,2018,3,mahasamund,36628
Chhattisgarh,2018,4,raipur,289198
Chhattisgarh,2018,4,durg,185746
Chhattisgarh,2018,4,bilaspur,153972
Chhattisgarh,2018,4,raigarh,116785
Chhattisgarh,2018,4,janjgir champa,107156
Chhattisgarh,2018,4,korba,88680
Chhattisgarh,2018,4,rajnandgaon,64828
Chhattisgarh,2018,4,baloda bazar,60270
Chhattisgarh,2018,4,surguja,51776
Chhattisgarh,2018,4,mahasamund,47626
Chhattisgarh,2019,1,raipur,351495
Chhattisgarh,2019,1,durg,224058
Chhattisgarh,2019,1,bilaspur,184636
Chhattisgarh,2019,1,raigarh,139059
Chhattisgarh,2019,1,janjgir champa,130114
Chhattisgarh,2019,1,korba,105570
Chhattisgarh,2019,1,rajnandgaon,78320
Chhattisgarh,2019,1,baloda bazar,73454
Chhattisgarh,2019,1,surguja,62300
